Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2000-01-03,0.08942520618438721,0.09097758332700284,0.0842912757918857,0.09026145576695364,300912000
2000-01-04,0.08703749626874924,0.08811214526608273,0.0826196937140321,0.08787283034916066,300480000
2000-01-05,0.0841720700263977,0.08596284652317203,0.08297821447407266,0.0845305915055823,188352000
2000-01-06,0.0786796510219574,0.08417210479494014,0.07545661134455553,0.08417210479494014,120480000
2000-01-07,0.0799935832619667,0.08082891044079449,0.07712815116023519,0.0783220066230927,71184000
2000-01-10,0.08261970430612564,0.08596285829211164,0.07879974449261884,0.0802319997062947,239856000
2000-01-11,0.07927657663822174,0.08309746000159172,0.07927657663822174,0.08214201029824834,148128000
2000-01-12,0.07724738121032715,0.07939668670072186,0.0761727318809875,0.07927656464864544,123552000
2000-01-13,0.08047041296958923,0.08118745608791034,0.07617272467684048,0.0771281741453212,132192000
2000-01-14,0.08393276482820511,0.08727591901563234,0.08142586032836939,0.08166518212210681,604560000
2000-01-18,0.0875152051448822,0.08787281109926608,0.0811874208986189,0.08500737938557458,261648000
2000-01-19,0.08667899668216705,0.0878728525464601,0.08596286898623995,0.0878728525464601,164688000
2000-01-20,0.0864405706524849,0.09217142864713053,0.08572444311951968,0.08739601994007982,179568000
2000-01-21,0.08548513799905777,0.08655978714653663,0.0833358328723858,0.08620126561414028,544272000
2000-01-24,0.08166518062353134,0.0882313668402913,0.0811874524945777,0.0882313668402913,256944000
2000-01-25,0.08094814419746399,0.08285904336835342,0.0783220395519714,0.0820227935567233,237120000
2000-01-26,0.07760497182607651,0.08309743080775255,0.07617271664010396,0.08094812574739774,232464000
2000-01-27,0.07354570180177689,0.0782019046256287,0.07068026896694284,0.0782019046256287,458208000
2000-01-28,0.0713973119854927,0.07306888905040097,0.06853188598516381,0.0725911677526278,194448000
2000-01-31,0.07080039381980896,0.07330729837863825,0.06686031164580791,0.07175492100452743,182400000
2000-02-01,0.07247105240821838,0.0730688957967228,0.06829257050088264,0.07091959723560043,92976000
2000-02-02,0.0745011642575264,0.0759343421977032,0.0724710651057979,0.07282958674540901,149040000
2000-02-03,0.0756949931383133,0.0784412191322513,0.07521726505271718,0.07688884196404844,108240000
2000-02-04,0.07748578488826752,0.0780827128332833,0.07593432969918465,0.0780827128332833,123696000
2000-02-07,0.07271037995815277,0.07784431178612865,0.07259118018366023,0.07784431178612865,217488000
